Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
200010,7.63,1.88,4.59,-3.05,-7.28,-0.42,-1.51,2.59,-2.24,-1.07
200011,2.78,-11.21,-3.63,-2.95,-23.36,-15.51,-1.37,0.79,3.1,-5.95
200012,5.46,1.07,7.14,7.75,-7.95,-4.38,5.62,3.53,6.58,7.18
200101,-1.92,13.2,-0.12,-3.39,16.53,14.39,6.63,-8.93,-10.77,0.05
200102,0.18,-1.25,-4.29,0.12,-25.96,-9.89,-5.35,-0.5,6.24,-4.38
200103,-4.65,-3.06,-7.31,-0.31,-13.59,-5.69,-2.87,-8.44,1.64,-4.11
200104,0.93,8.44,8.48,10.32,17.99,2.51,5.6,3.99,5.46,5.78
200105,3.35,-2.32,2.89,0.09,-3.33,-1.28,1.6,3.03,0.01,3.75
200106,-1.61,3.48,-4.52,-7.71,1.48,-3,-2.49,-2.85,-6.22,0.03
200107,-0.19,3.28,0.5,-2.55,-7.58,-0.67,4.59,2.3,-3.66,-2.27
200108,2.51,-11.36,-1.91,-3.59,-12.65,-9.24,-6.98,-3.11,0.42,-5.33
200109,-2.57,-16.9,-12.76,-5.65,-18.94,-2.45,-9.6,-0.59,-6.39,-8.3
200110,1.08,0.9,3.88,4.78,15.68,-9.39,1.64,1.18,1.41,-0.58
200111,2.08,15.5,8.35,-4.11,15.92,6.09,10.14,5.04,-1.63,7.92
200112,2.02,-0.91,2.67,6.16,-0.59,2.74,4.51,-2.88,3.85,3.3
200201,1.92,2.94,1.65,-2.99,-0.56,-7.14,2.76,-2.36,-4.07,-2.92
200202,4.36,3.05,4.3,5.19,-13.2,-2.39,-0.09,-0.51,-0.25,-0.52
200203,3.74,6.92,4.96,7.81,6.43,0.31,2.03,0.47,10.04,5.43
200204,2.66,1.74,-1.48,-4.4,-11.76,-12.71,-1.38,-7.59,-0.56,-3.74
200205,1.44,-0.21,-0.31,-0.59,-3.78,3.01,-1.26,-2.23,-6.47,-0.39
200206,-5.79,-8.11,-3.11,-0.44,-12.21,-14.4,-5.08,-9.6,-5.36,-5.38
200207,-6.72,-12.26,-8.51,-11.95,-9.63,-11.67,-11.31,-2.55,-12.3,-6.41
200208,2.49,0.38,-1.27,0.54,-0.87,0.33,1.9,0.65,3.38,1.14
200209,-7.68,-11.08,-8.26,-8.13,-16.74,-9.3,-9.4,-5.86,-10.86,-10.7
200210,5.22,-3.3,3.89,3.28,19.41,21.36,5.7,5.68,-0.68,6.38
200211,-1.27,12.07,6.23,3.17,16.14,11.76,1.93,3.71,1.62,4.61
200212,0,-7.26,-3.76,0.76,-13.03,-9.07,-6.94,-4.05,3.85,-4.98
200301,-4.78,-3.23,-4.07,-2.41,-1.47,-3.53,-4.77,-0.59,-3.17,-2.32
200302,-3.11,-5.05,-2.16,1.98,1.27,-6.44,-1.21,-1.94,-3.92,-2.62
200303,-2.67,-2.76,1.31,1.18,-0.97,-0.6,4.61,3.79,4.35,0.75
200304,4.7,15.18,6.39,-0.57,9.27,11.15,8.9,4.32,7.44,11.78
200305,9.22,2.85,4.63,8.91,9.77,6.16,3.41,3.91,10.11,5.3
200306,1.57,2.68,0.54,-1.21,0.25,1.97,3.47,4.11,0.66,0.94
200307,-2.33,6.6,4.95,-2.7,5.67,-1.65,3.32,0.62,-5.25,3.53
200308,0.66,7.86,4.19,6.26,6.05,1.34,6.76,-2.53,1.91,0.61
200309,1.11,-4.07,-3.75,-2.31,-0.89,-5.65,-4.53,0.24,3.9,0.35
200310,5.59,6.97,8.86,1.54,8.23,6.66,9.03,0.72,1.58,6.42
200311,3.78,3.09,2.08,0.61,1.89,-0.63,0.58,1.64,0.94,1.11
200312,3.31,12.3,6.75,13.58,2.1,7.39,-2.13,5.69,5.81,4.48
200401,0.12,-1.12,-0.62,0.45,4.5,1.42,0.45,3.04,1.92,2.72
200402,4.28,-0.11,1.99,4.69,-2.93,-0.79,6.08,0.91,2.06,2.02
200403,-0.3,-1.15,-0.22,-0.16,-2.54,-2.44,0.3,-3.91,1.17,-0.61
200404,1.51,2.38,-0.19,2.48,-4.9,-0.51,-2.68,3.57,-3.51,-3.84
200405,-2.19,-1.61,1.59,0.42,4.83,-2.95,0.27,-0.38,1.28,2.08
200406,1.87,5.08,5.35,5.49,2.63,0.56,0.07,-0.38,2.01,1.51
200407,-5.83,-4.69,-4.04,3.28,-8.49,-1.27,-3.98,-5.88,1.05,-2.4
200408,0.83,-2.3,1.28,-1.24,-4.43,1.28,-1.15,1.66,3.67,1.93
200409,-1.76,2.45,1.91,8.88,3.29,1.34,2.58,-1.41,1.42,1.24
200410,2.87,-2.65,-1.37,0.66,5.03,3.36,3.08,-2.4,4.23,1.22
200411,4.52,7.18,7.17,6.56,5.84,3.42,3.61,0.66,4.92,4.96
200412,4.8,4.85,2.61,-2.09,3.19,4.34,3.43,5.66,2.41,4.42
200501,-0.08,-6.71,-1.79,3.02,-6.12,-3.93,-1.08,-4.05,1.76,-2.44
200502,0.6,-0.28,4.15,19.03,-0.18,-0.15,0.86,2.48,2.32,0.22
200503,-0.88,-7.56,-1.48,-3.27,-2.4,-0.11,0,-0.41,0.63,-2.4
200504,-1.02,-11.06,-4.75,-5.79,-4.54,-1.94,-5.34,3.96,2.1,-1.64
200505,2.27,8.65,2.89,2.17,7.75,1.42,6.39,1.45,1.7,3.38
200506,-1.61,1.77,-1.2,5.85,-1.57,0.05,2.47,-0.57,5.57,1.4
200507,2.41,5.21,5.8,6.14,6.01,2.91,5.84,3.74,2.99,2.44
200508,0.1,-2.73,-1.4,5.71,-0.58,-1.14,-5.57,-0.33,1.16,-1.7
200509,0.25,-4.8,0.75,7.05,0.75,-1.58,-1.75,-1.95,4.39,1.22
200510,-1.81,-4.17,-2.43,-10.01,-1.64,-3.08,1.62,-3.26,-6.85,1.25
200511,1.01,2.28,5.31,1.38,6.54,2.42,4,1.57,-0.19,4.94
200512,-0.16,-0.66,1.44,0.72,-1.81,-1.59,-0.61,2.4,1.23,0.18
200601,0.18,6.15,5.03,12.69,3.77,3.58,1.99,2.16,3.05,1.54
200602,1.15,-0.31,1.19,-8.22,-1.25,3.3,1.44,1.07,0.23,1.09
200603,1.23,2.77,2.96,4.2,2.97,1.87,2.41,-0.96,-3.64,1.86
200604,1.03,0.53,4.01,4.64,-1.08,1.56,-1.66,-1.93,1.85,2.24
200605,1.3,0.5,-3.31,-3.38,-6.79,-0.12,-1.93,-2.19,1.52,-3.23
200606,-0.08,1.92,-0.51,2.58,-1.18,2.88,0.27,-0.14,2.41,-0.32
200607,3.49,-3.16,-3.78,4.7,-3.92,2.26,-4.31,4.27,4.87,-1.11
200608,3.09,2.06,2.08,-3.56,7.19,2.24,2.05,2.29,2.35,1.63
200609,-0.31,4.27,1.92,-3.53,3.67,3.42,5.76,1.67,-2.15,3.36
200610,2.59,5.13,4.36,5.02,4.28,5.45,3.91,1.65,5.36,2.89
200611,1.44,1.86,3.58,8.56,3.02,0.69,-1.31,0.05,3.03,1.74
200612,1.98,-0.79,0.51,-2.07,-0.99,4.36,1.45,0.08,0.7,3.22
200701,1.35,2.71,3.23,-1.31,2.18,2.88,3.55,3.5,0.38,1.09
200702,-1.79,-0.43,0.8,-2.17,-2.49,-2.5,-0.63,-2.8,4.25,-2.31
200703,2.47,-1.07,1.58,5.99,0.91,2.32,0.73,-0.21,4.34,-0.27
200704,3.74,6.26,4.4,5.39,4.91,2.11,2.23,6.84,3.92,3.39
200705,2.81,3.42,4.84,7.19,3.9,6.68,2.51,1.11,1.2,3.35
200706,-0.86,2.12,-0.6,1.04,0.61,-1.73,-1.95,-3.4,-4.78,-2.68
200707,-4.26,-5.9,-0.1,-1.02,-1.26,-3.15,-5.36,-4.04,-3.82,-5.46
200708,1.83,-1.78,0.74,0.3,2.69,-0.8,1.4,2.31,1.93,0.89
200709,3.76,1.6,5.4,7.8,4.19,1.97,-0.72,3.58,3.57,2.68
200710,2.2,1.04,0.96,2.74,6.84,-2.29,1.07,1.44,6.69,-0.12
200711,1.04,-8.72,-2.64,-4,-7.42,-6.75,-3.77,0.03,-0.69,-6.31
200712,-1.11,-1.89,0.89,7.6,1.42,-0.2,-2.72,-4.07,0.89,-3.61
200801,-4.95,-5.94,-7.44,-9.34,-12.31,-7.66,-0.42,-4.55,-6.92,-1.97
200802,-0.22,-5.91,0.76,7.16,-3.7,-3.81,-4.85,-0.92,-3.01,-8.32
200803,1.18,-4.14,0.04,-2.8,0.73,-0.21,1.88,-1.79,0.88,-1.73
200804,-1.38,6.63,4.95,10.71,6.83,4.42,5.18,0.41,6.33,3.64
200805,3.67,1.75,3.31,4.37,5.42,4.8,1.05,1.63,3.57,-2.43
200806,-7.37,-19.3,-9.32,2.91,-8.98,-11.05,-8.1,-3.01,-0.58,-14.83
200807,1.91,-0.21,-0.22,-15.69,-0.82,-3.01,1.15,6.76,-7.23,4.33
200808,1.91,2.47,1.51,-0.17,2.36,4.09,5.38,1.79,-0.5,0.3
200809,-2.96,-9.19,-13.34,-12.46,-12.54,-12.7,-5.78,-5.95,-12.11,-6.78
200810,-12.19,-32.63,-20.75,-17.23,-18.23,-16.35,-15.12,-10.96,-11.07,-20.03
200811,-6.73,-11.44,-7.82,-0.45,-11.23,-1.82,-7.68,-7.36,1.08,-12.1
200812,0.3,1.3,1.41,-3.13,2.31,3.44,4.91,6.75,-2.08,1.38
200901,-3.63,-12.48,-9.23,-3.11,-3.15,-10.35,-7.62,-2.2,-0.81,-18.34
200902,-7.59,-12.82,-13.5,-11.95,-4.94,-7.15,-3.1,-9.92,-12.65,-14.02
200903,6.38,12.83,7.58,3.76,11.28,7.64,9.94,7.05,2.79,12.89
200904,4.78,42.63,17.51,5.2,12.38,10.43,9.55,-0.95,2.13,16.36
200905,6.76,-2.82,5.39,10.77,3.17,1.52,-0.9,6.26,4.66,7.74
200906,0.34,3.71,-1.7,-4.84,4.35,1.63,-0.32,3.54,4.66,-1.92
200907,7.44,18.43,11.41,5.31,8.26,5.42,6.75,5.52,4.35,8.91
200908,0.83,2.65,2.94,0.73,2.37,1.03,3.69,2.19,0.21,8.06
200909,4.32,3.08,6.45,5.19,5.24,6.34,2.38,2.4,2.33,3.21
200910,-0.69,-0.25,-2.71,2.23,-1.4,-3.55,0.06,-3.67,-2.74,-5.23
200911,3.82,9.46,7.6,3.17,4.97,6.49,5.04,8.22,4.51,5.76
200912,2.67,5.07,2.8,-0.55,5.89,6.25,1.97,2.45,5.86,1.23
201001,-2.33,-0.87,-3.27,-4.73,-7.84,-6.84,-1.85,0,-4.5,-1.65
201002,2.72,7.3,5.18,2.41,4.76,2.92,4.29,0.38,-0.43,3.38
201003,5.98,9.28,6.52,3.17,6.67,7.88,6.24,3.61,3.1,8.43
201004,-0.93,7.2,3.24,3.6,2.16,3.82,2.56,-2.23,2.86,2.15
201005,-5.68,-8.7,-8.31,-10.7,-7.67,-5.91,-5.34,-8.01,-6.31,-8.82
201006,-1.94,-10.31,-5.75,-6.41,-6.16,-4.33,-9.03,-1.63,-0.72,-7.65
201007,7.37,15.02,9.59,7.74,7.5,9.74,4.62,2.14,6.79,7.48
201008,-1.25,-9.48,-5.51,-3.38,-6.45,-2.23,-3.93,-1.66,0.41,-7.55
201009,6.2,13.63,10.11,9.64,12.43,7.86,12.08,9.01,3.64,8.82
201010,4.35,8.4,5.13,4.38,6.38,4.81,2.43,2,1.86,2.6
201011,0.05,7.28,1.48,5.59,-0.82,-1.86,4.18,-3.34,-1.31,0.52
201012,4.37,8.54,7.01,9.37,6.04,6.71,3.26,5.41,3.22,9.73
201101,-2.35,0.48,2.83,6.93,3.93,0.05,-0.88,-0.71,2.23,1.97
201102,4.86,-1.4,3.43,7.65,2.31,7.59,2.28,3.33,2.43,2.66
201103,3.05,1.73,1.84,1.91,-1.58,1.77,1.1,2.3,0.91,-0.87
201104,4.59,2.22,2.99,1.3,3.13,3.41,4.53,6.38,3.99,1.11
201105,1.93,-3.54,-2.15,-4.56,-1.69,0.77,0.83,1.97,1.3,-2.38
201106,-1.01,-1.23,-0.59,-2.49,-2.34,-1.24,-0.89,-1.83,-0.34,-2.06
201107,-0.43,-8.91,-4.7,0.51,-0.34,-5.03,-0.68,-3.65,-0.35,-3.76
201108,-0.68,-12,-6.09,-10.11,-6.9,-5.45,-2.88,-3.1,0.14,-7.59
201109,-4.86,-14.11,-11.03,-12.47,-4.86,-5.94,-3.89,-3.96,-1.63,-10.29
201110,6.45,23.2,14.07,16.45,11.9,7.72,9.78,5.53,6.68,13.3
201111,1.4,-8.01,1.4,1.66,-2.01,0.05,1.1,1.27,0.99,-1.6
201112,1.88,-1.16,-0.8,-0.59,-1.46,3.2,0.87,3.53,2.95,1.07
201201,0.44,13.51,6.74,1.39,8.17,2.31,4.04,3.39,-2.71,6.76
201202,3.97,6.02,3.83,6.56,6.71,5,3.19,1.23,1.25,3.87
201203,3.91,0.92,0.7,-3.26,4.69,2.52,4.61,3.96,1.44,4.76
201204,0.82,-6.98,-0.68,-1.71,-2.09,1.62,1,0.62,1.74,-1.69
201205,-2.65,-8.15,-7.79,-10.73,-7.87,-1.05,-3.09,-3.29,-0.93,-7.19
201206,3.34,-5.51,1.22,5.85,2.85,7.04,2.11,6.8,3.4,4.75
201207,1.37,0.3,0.88,2.74,-0.54,4.07,1.26,1.65,3.73,-1
201208,0.21,4.11,3.31,2.4,4.53,1.08,2.7,0.97,-3.34,2.78
201209,0.88,3.58,1.63,3.58,1.58,4.81,1.97,4.71,2.17,3.79
201210,-1.71,5.91,-0.66,-1.79,-6.3,-2.3,-1.01,-1.89,1.05,0.64
201211,3.26,3.11,2.64,-1.51,1.89,0.06,1.42,1.5,-3.68,-0.02
201212,-2.26,7.3,2.79,1.28,0.24,1.15,-1.09,-0.53,0.14,3.42
201301,5.1,3.54,6.03,7.67,2.51,4.96,5.57,8.07,5.08,6.93
201302,3.21,0.02,1.29,0.38,0.54,2.21,0.84,1.35,2.16,1.78
201303,5.02,4.02,2.61,2.08,2.64,5.77,4.73,6.5,5.64,4.02
201304,3.82,3.57,0.83,-1.35,0.52,4.21,2.66,2.58,5.05,0.82
201305,-2.29,9.9,3.38,3.01,4.37,-1.7,2.22,1.63,-6.99,6.05
201306,0.07,-0.49,-2,-2.37,-2.84,2.18,-0.06,-1.36,0.79,-1.16
201307,2.92,8.98,5.96,5.02,5.97,3.77,5.91,7.87,4.58,5.43
201308,-3.91,-1.11,-1.9,-1.88,-0.03,-3.29,-4.22,-3.81,-4.41,-3.64
201309,1.94,6.44,5.31,1.91,3.89,4.09,4.5,4.01,1.04,3.78
201310,4.75,0.89,4.47,4.77,3.95,5.59,5.08,3.82,3.34,3.76
201311,1.3,1.97,2.89,0.93,3.51,0.52,3.64,4.5,-1.8,4.57
201312,2.41,1.13,3.05,2.98,4.2,3.7,0.29,0.65,1.79,3.08
201401,-5.7,-3.62,-4.24,-7.04,-1.15,-4,-6.46,1.65,2.49,-4.44
201402,3.46,7.92,5.36,5.7,5.25,2.77,5.33,6.47,3.07,3.45
201403,3.26,-1.01,0.34,2.44,-0.85,0.07,-0.57,-2.56,2.68,2.3
201404,1.42,0.27,0.87,5.65,-1.2,0.25,-0.94,-0.3,3.97,-1.6
201405,3.44,0.64,1.26,0.86,3.45,3.97,0.94,1.88,0,1.75
201406,1.17,4.38,1.38,4.16,2.98,1.6,1.28,2.86,5.41,2.12
201407,-4.31,-4.63,-4.16,-3.6,0.32,0.46,-2.3,-0.34,-6.48,-2.18
201408,5.54,5.2,4.77,2.27,4.28,0.52,5.15,5.43,5.39,4.41
201409,-0.08,-9.42,-2.37,-8.01,-1.3,-1.71,-1.44,-0.08,-3.4,-1.01
201410,2.64,3.86,2.35,-4.44,1.31,1.41,3.03,5.76,6.69,3.3
201411,4.79,4.74,2.23,-9.87,4.25,3.04,7.46,2.66,0.29,2.73
201412,-2.36,0.58,-0.18,0.41,-1.28,-1.74,1.59,-0.88,1.85,1.13
201501,-0.55,-4.19,-3.86,-4.37,-3.29,-4.9,-0.3,1.56,1.18,-6.19
201502,5.03,8.08,6.22,4.82,8.27,9.1,5.55,4.31,-4.37,6.89
201503,-2.43,-0.4,-2.02,-2.67,-2.45,-2.21,0.7,0.84,-0.28,-0.77
201504,0.81,-0.93,-0.63,6.97,1.35,3.4,-2.18,-1.4,0.3,0.48
201505,1.53,1.03,0.98,-5.08,2.05,0.81,0.92,4.88,-0.5,1.73
201506,-1.32,-1.49,-1.88,-3.84,-3.51,-0.51,-0.6,0.08,-5.37,-0.32
201507,4.79,-2.17,-2.12,-8.99,2.4,1.41,4.78,3.66,2.61,2.02
201508,-4.18,-6.13,-5.58,-3.63,-5.85,-8.42,-5.34,-8.34,-4.01,-6.18
201509,-0.62,-3.23,-4.22,-5.85,-1.46,-2.61,-1.81,-7.29,-0.56,-3.07
201510,6.64,6.86,9.3,12.34,10.04,8.85,4.52,7.72,2.07,6.51
201511,-0.98,1.94,0.49,1.08,1.21,-1.92,0.85,0.72,-3.45,1.2
201512,0.79,-4.03,-2.71,-9.7,-2.48,-3.02,0.29,0.38,-2.36,-2.67
201601,0.11,-12.53,-5.63,-4.64,-6.2,-0.36,-4.17,-9.4,4.62,-8.23
201602,0.58,4.09,3.48,-2.88,-0.95,1.17,0.04,-1.06,1.72,-0.07
201603,5,10.76,6.82,10.9,8.42,6.02,5.73,2.92,7.92,7.05
201604,0.3,1.46,2.27,9.11,-4.03,0.6,-0.6,3.56,-0.78,2.33
201605,0.72,-1.11,-0.69,-0.92,5.08,0.3,0.99,2.47,2.24,0.93
201606,4.68,-5.69,0.85,2.65,-1.9,3.12,0.84,0.14,7.37,-2.7
201607,-0.05,8.64,4.05,-2.79,7.81,2.29,3.49,6.01,-0.22,3.52
201608,-0.61,0.29,1.53,1.4,1.88,-3.55,-1.44,-3.21,-3.92,3.36
201609,-2.51,-1.64,-0.21,2.93,2.39,0.54,-0.68,0.35,1.75,-1.24
201610,-0.15,-3.58,-2.61,-2.92,-1.13,-2.83,-3.97,-7.44,-0.61,0.61
201611,-3.76,7.6,6.1,9.55,0.57,6.26,4.45,1.38,-2.84,11.3
201612,3.53,3.83,0.5,2.18,0.86,4.68,-0.42,0.85,3.64,2.93
201701,1.63,2.77,3.43,-4.32,4.7,3.4,1,2.21,1.09,0.98
201702,3.73,0.68,4.13,-2.37,4.97,-0.07,2.81,7.1,4.02,3.74
201703,0.89,0.05,0.16,-1.2,2.17,0.83,0.8,-0.15,0.32,-1.68
201704,0.51,1.72,1.86,-2.84,2.79,-0.12,2.7,1.09,0.36,0.24
201705,3.08,-0.52,1.33,-3.45,4.27,-1.92,1.61,-0.43,2.58,-0.43
201706,-0.98,3.51,1.28,-0.21,-2.1,-2.27,-1.9,5.56,-1.89,4.19
201707,-0.12,-1.11,2.16,2.11,3.79,5.3,0.06,0.53,2.99,1.44
201708,-1.71,-0.16,0.17,-5.17,3.04,-2.56,-1.66,1.79,2.21,-0.39
201709,-0.33,5.29,4.21,11.14,0.58,-1.68,2.5,1.5,-1.96,4.31
201710,0.1,1.2,2.85,0.29,6.86,-5.74,2.69,-2.24,3.1,2.04
201711,4.1,-0.6,3.5,2.96,1.04,3.72,8,2.36,2.41,3.76
201712,2.01,-0.83,2.28,5.07,-0.22,4.59,2.44,-0.23,-5.01,1.42
201801,1.91,2.53,4.21,2.82,7.58,3.18,9.4,6.38,-2.81,5.9
201802,-6.21,-6.02,-3.96,-10.88,-0.04,-7.32,-4.73,-3.9,-4.52,-3.31
201803,-1.07,-5.59,-2.14,2.99,-3.29,-2.52,-2.54,-2,3.21,-2.65
201804,-3.96,-0.13,-3.36,10.14,-0.14,-2.42,3.9,-0.28,2.77,0.44
201805,-0.51,2.95,2.57,3.49,6.93,-0.93,0.85,2.43,0.21,1.2
201806,4.53,0.79,-0.95,0.56,-0.34,6.23,3.03,1.52,2.61,-1.01
201807,2.8,-1.42,5.16,1.05,2.26,2.7,3.15,6.09,1.73,4
201808,-1.07,-0.52,-0.23,-2.85,7.32,2.94,8.04,4.46,0.91,2.44
201809,0.71,-3.67,1.38,3.46,-0.26,1.75,0.58,1.99,-0.55,-1.22
201810,-0.24,-3.21,-10.01,-12.06,-8.78,-0.53,-8.71,-8.84,-0.06,-6.59
201811,0.46,5.25,4.65,-2.39,-1.63,2.53,2.45,6.3,3.27,3.07
201812,-11.23,-11.4,-8.7,-13.15,-8.13,-8.86,-9.05,-8.41,-4.75,-10.62
201901,7.3,10.47,9.74,10.46,9.58,5.69,8.2,5.01,5.41,9.18
201902,1.42,3.91,5.27,2.46,5.56,3.32,0.85,3.05,3.62,2.77
201903,3.68,-5.22,-0.77,2,3.72,0.3,3.39,0.62,3.32,-1.27
201904,3.19,3.55,4.03,0.17,6.03,6.34,4.6,-3.05,1.02,6.61
201905,-5.54,-12.02,-9.16,-11.86,-8.52,-3.05,-6.1,-3.46,-1.54,-6.21
201906,4.93,12.82,8.19,8.84,7.87,5.03,7.18,7.26,3.64,6.71
201907,1.78,1.16,0.81,-2.66,3.61,1.86,0.91,-1.81,-0.88,1.55
201908,-1.28,-4.24,-1.83,-8.83,-2.79,0.43,0.11,-0.45,3.55,-4.39
201909,1.81,3.26,4.02,3.71,1.14,1.3,0.86,-0.54,3.92,1.98
